id	lat	lon	title	description	icon	iconSize	iconOffset
2526	47.2822	17.8722	Szent Vendel-templom	<h4 style="margin-top:-20px">(Kardosréti templom)</h4><p><a href="http://miserend.hu/?templom=2526" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
395	47.947	19.7459	Szent Mihály főangyal  templom	<h4 style="margin-top:-20px">(Tar)</h4><p><a href="http://miserend.hu/?templom=395" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
408	47.5903	19.3615	Szentlélek és Gyümölcsoltó Boldogasszony  templom	<h4 style="margin-top:-20px">(Premontrei Kápolna)</h4><p><a href="http://miserend.hu/?templom=408" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
409	47.5919	19.387	ORA-kápolna	<h4 style="margin-top:-20px">(Gödöllő)</h4><p><a href="http://miserend.hu/?templom=409" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
410	47.5296	19.3983	Szent István király-templom	<h4 style="margin-top:-20px">(Isaszeg)</h4><p><a href="http://miserend.hu/?templom=410" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
411	47.5245	19.3912	Szent Márton  templom	<h4 style="margin-top:-20px">(Isaszeg)</h4><p><a href="http://miserend.hu/?templom=411" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
412	47.5638	19.29	Szent Anna-templom	<h4 style="margin-top:-20px">(Kerepes)</h4><p><a href="http://miserend.hu/?templom=412" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
413	47.5414	19.2687	Rózsafüzér Királynéja-templom	<h4 style="margin-top:-20px">(Kistarcsai templom)</h4><p><a href="http://miserend.hu/?templom=413" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
414	47.5311	19.282	Bosco Szent János-templom	<h4 style="margin-top:-20px">(Nagytarcsa)</h4><p><a href="http://miserend.hu/?templom=414" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
415	47.443	19.3504	Rózsafüzér Királynője templom	<h4 style="margin-top:-20px">(Maglód)</h4><p><a href="http://miserend.hu/?templom=415" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
416	47.5956	19.2406	Szent Mihály főangyal-templom	<h4 style="margin-top:-20px">(Mogyoród)</h4><p><a href="http://miserend.hu/?templom=416" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
417	47.4888	19.3358	Magyarok Nagyasszonya templom	<h4 style="margin-top:-20px">(Pécel)</h4><p><a href="http://miserend.hu/?templom=417" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
418	47.1755	18.4167	Szent Kereszt temetőkápolna	<h4 style="margin-top:-20px">(Sóstói temetőkápolna)</h4><p><a href="http://miserend.hu/?templom=418" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
419	47.2812	18.7613	Mindenszentek-templom	<h4 style="margin-top:-20px">(Baracska)</h4><p><a href="http://miserend.hu/?templom=419" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
420	47.205	18.2575	Sarlós Boldogasszony-templom	<h4 style="margin-top:-20px">(Csór)</h4><p><a href="http://miserend.hu/?templom=420" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
421	47.053	18.2454	Keresztelő Szent János születése-templom	<h4 style="margin-top:-20px">(Füle)</h4><p><a href="http://miserend.hu/?templom=421" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
422	47.1862	18.6231	Szent Anna-kápolna	<h4 style="margin-top:-20px">(Agárdpusztai kápolna)</h4><p><a href="http://miserend.hu/?templom=422" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
423	47.1262	18.6718	Szent Imre kápolna	<h4 style="margin-top:-20px">(Zichyújfalu)</h4><p><a href="http://miserend.hu/?templom=423" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
424	47.2409	18.679	Jézus Szíve-templom	<h4 style="margin-top:-20px">(Kápolnásnyék)</h4><p><a href="http://miserend.hu/?templom=424" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
425	47.2576	18.6175	Palermói Szent Rozália-templom	<h4 style="margin-top:-20px">(Nadap)</h4><p><a href="http://miserend.hu/?templom=425" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
426	47.0588	18.2918	Szent István király-templom	<h4 style="margin-top:-20px">(Polgárdi)</h4><p><a href="http://miserend.hu/?templom=426" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
427	47.0507	18.347	Jézus Szíve kápolna	<h4 style="margin-top:-20px">(Ipartelepi kápolna)</h4><p><a href="http://miserend.hu/?templom=427" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
428	47.1527	18.3359	Szent Mihály templom	<h4 style="margin-top:-20px">(Sárszentmihály)</h4><p><a href="http://miserend.hu/?templom=428" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
429	47.1629	18.3623	Szent Kereszt felmagasztalása templom	<h4 style="margin-top:-20px">(Sárpentelei templom)</h4><p><a href="http://miserend.hu/?templom=429" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
3383	46.8634	23.0331	Szentháromság  templom	<h4 style="margin-top:-20px">(Huedin)</h4><p><a href="http://miserend.hu/?templom=3383" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-red.png	24,24	-12,-24
430	47.1328	18.3355	Nagyboldogasszony  templom	<h4 style="margin-top:-20px">(Úrhida)</h4><p><a href="http://miserend.hu/?templom=430" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
3673	46.2485	20.1589	Árpád-házi Szent Erzsébet templom	<h4 style="margin-top:-20px">(Újszegedi Szent Erzsébet templom)</h4><p><a href="http://miserend.hu/?templom=3673" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
4276	46.2424	20.1811	Boldog Kalkuttai Teréz templom	<h4 style="margin-top:-20px">(Újszegedi Boldog Kalkuttai Teréz templom)</h4><p><a href="http://miserend.hu/?templom=4276" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
431	47.6372	19.311	Keresztelő Szent János templom	<h4 style="margin-top:-20px">(Szada)</h4><p><a href="http://miserend.hu/?templom=431" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
432	47.3161	18.4154	Szent Lőrinc vértanú templom	<h4 style="margin-top:-20px">(Zámoly)</h4><p><a href="http://miserend.hu/?templom=432" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
433	47.565	19.5105	Szent Mihály templom	<h4 style="margin-top:-20px">(Valkó)</h4><p><a href="http://miserend.hu/?templom=433" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
434	47.5772	19.5289	Szent László templom	<h4 style="margin-top:-20px">(Vácszentlászló)</h4><p><a href="http://miserend.hu/?templom=434" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
435	47.242	19.6188	Urunk színeváltozása-templom	<h4 style="margin-top:-20px">(Albertirsa)</h4><p><a href="http://miserend.hu/?templom=435" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
436	47.2141	19.5435	Szent Miklós templom	<h4 style="margin-top:-20px">(Dánszentmiklós)</h4><p><a href="http://miserend.hu/?templom=436" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
437	47.4932	18.2432	Keresztelő Szent János-templom	<h4 style="margin-top:-20px">(Bokod)</h4><p><a href="http://miserend.hu/?templom=437" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
438	47.3829	19.2177	Szent István király-templom	<h4 style="margin-top:-20px">(Gyál)</h4><p><a href="http://miserend.hu/?templom=438" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
439	47.3431	19.2398	Fájdalmas Anya temploma	<h4 style="margin-top:-20px">(Felsőpakony)</h4><p><a href="http://miserend.hu/?templom=439" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
440	47.3497	19.4468	Nagyboldogasszony templom	<h4 style="margin-top:-20px">(Monor)</h4><p><a href="http://miserend.hu/?templom=440" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
441	47.3472	19.4311	Jézus Szíve kápolna	<h4 style="margin-top:-20px">(Monor-telepi kápolna)</h4><p><a href="http://miserend.hu/?templom=441" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
442	47.2596	19.5049	Két Szív tisztelete-templom	<h4 style="margin-top:-20px">(Nyáregyháza)</h4><p><a href="http://miserend.hu/?templom=442" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
443	47.3859	16.7526	Szent Kelemen pápa és vértanú-templom	<h4 style="margin-top:-20px">(Bük)</h4><p><a href="http://miserend.hu/?templom=443" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
5038	47.3853	16.7874	Ökumenikus kápolna	<h4 style="margin-top:-20px">(Bükfürdői ökumenikus kápolna )</h4><p><a href="http://miserend.hu/?templom=5038" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
444	47.3855	19.3465	Keresztelő Szent János templom	<h4 style="margin-top:-20px">(Üllő)</h4><p><a href="http://miserend.hu/?templom=444" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
445	47.4001	19.2589	Szűz Mária Szíve templom	<h4 style="margin-top:-20px">(Vecsés Irgalmas Jézus templom)</h4><p><a href="http://miserend.hu/?templom=445" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
447	47.4055	19.2796	Szent Kereszt felmagasztalása  templom	<h4 style="margin-top:-20px">(Vecsés Ó-Plébánia templom)</h4><p><a href="http://miserend.hu/?templom=447" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
448	47.8868	19.0723	Szent Kereszt felmagasztalása-templom	<h4 style="margin-top:-20px">(Berkenye)</h4><p><a href="http://miserend.hu/?templom=448" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
449	47.9771	19.1139	Szent Márton templom	<h4 style="margin-top:-20px">(Borsosberény)</h4><p><a href="http://miserend.hu/?templom=449" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
450	47.3495	18.3294	Szent Márton-templom	<h4 style="margin-top:-20px">(Csákberény)</h4><p><a href="http://miserend.hu/?templom=450" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
451	47.3534	18.2729	Szent Donát-templom	<h4 style="margin-top:-20px">(Csókakő)</h4><p><a href="http://miserend.hu/?templom=451" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
452	47.5192	18.226	Szent István király-templom	<h4 style="margin-top:-20px">(Dad)</h4><p><a href="http://miserend.hu/?templom=452" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
453	47.5467	18.2606	Bosco Szent János-templom	<h4 style="margin-top:-20px">(Kömlőd)</h4><p><a href="http://miserend.hu/?templom=453" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
454	47.4543	18.4359	Szent Kozma és Damján  templom	<h4 style="margin-top:-20px">(Vérteskozmai templom)</h4><p><a href="http://miserend.hu/?templom=454" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
455	47.4436	18.3909	Kis Szent Teréz-kápolna	<h4 style="margin-top:-20px">(Kőhányási kápolna)</h4><p><a href="http://miserend.hu/?templom=455" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
456	47.2431	18.2973	Szentháromság-templom	<h4 style="margin-top:-20px">(Iszkaszentgyörgy)</h4><p><a href="http://miserend.hu/?templom=456" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
457	47.2442	18.3333	Kisboldogasszony-templom	<h4 style="margin-top:-20px">(Moha)</h4><p><a href="http://miserend.hu/?templom=457" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
458	47.2791	18.1951	Szent Anna-templom	<h4 style="margin-top:-20px">(Isztimér)</h4><p><a href="http://miserend.hu/?templom=458" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
459	48.0004	19.1294	Szeplőtelen fogantatás-templom	<h4 style="margin-top:-20px">(Horpács)</h4><p><a href="http://miserend.hu/?templom=459" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
460	47.2458	18.1962	Nagyboldogasszony-templom	<h4 style="margin-top:-20px">(Bakonykúti)</h4><p><a href="http://miserend.hu/?templom=460" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
461	47.9454	19.0445	Mindenszentek-templom	<h4 style="margin-top:-20px">(Diósjenő)</h4><p><a href="http://miserend.hu/?templom=461" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
462	47.2681	18.2193	Keresztelő Szent János-templom	<h4 style="margin-top:-20px">(Guttamási templom)</h4><p><a href="http://miserend.hu/?templom=462" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
463	47.9066	19.0494	Nagyboldogasszony-templom	<h4 style="margin-top:-20px">(Nógrád)</h4><p><a href="http://miserend.hu/?templom=463" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
464	47.8814	19.1406	Szent Márton templom	<h4 style="margin-top:-20px">(Nőtincs)</h4><p><a href="http://miserend.hu/?templom=464" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
465	47.2955	18.3239	Nagyboldogasszony-templom	<h4 style="margin-top:-20px">(Magyaralmás)</h4><p><a href="http://miserend.hu/?templom=465" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
466	47.8911	19.1999	Munkás Szent József-templom	<h4 style="margin-top:-20px">(Felsőpetény)</h4><p><a href="http://miserend.hu/?templom=466" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
467	47.9267	19.1355	Szent András templom	<h4 style="margin-top:-20px">(Rétság)</h4><p><a href="http://miserend.hu/?templom=467" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
468	47.9257	19.2562	Szent György templom	<h4 style="margin-top:-20px">(Romhány)</h4><p><a href="http://miserend.hu/?templom=468" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
469	47.2501	18.3577	Szent Borbála templom	<h4 style="margin-top:-20px">(Sárkeresztes)</h4><p><a href="http://miserend.hu/?templom=469" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
470	47.9559	19.2313	Mindenszentek templom	<h4 style="margin-top:-20px">(Szátok)</h4><p><a href="http://miserend.hu/?templom=470" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
471	47.856	19.1048	Kisboldogasszony  templom	<h4 style="margin-top:-20px">(Szendehely)</h4><p><a href="http://miserend.hu/?templom=471" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
472	47.9494	19.1971	Nagyboldogasszony templom	<h4 style="margin-top:-20px">(Tereske)</h4><p><a href="http://miserend.hu/?templom=472" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
473	47.9292	19.1102	Szent Lőrinc templom	<h4 style="margin-top:-20px">(Tolmács)</h4><p><a href="http://miserend.hu/?templom=473" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
474	47.4404	18.1208	Szűz Mária Királynő-templom	<h4 style="margin-top:-20px">(Felsődobosi templom)</h4><p><a href="http://miserend.hu/?templom=474" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
475	48.0363	18.9129	Nagyboldogasszony templom	<h4 style="margin-top:-20px">(Bernecebaráti)</h4><p><a href="http://miserend.hu/?templom=475" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
476	47.9229	18.768	Szentlélek templom	<h4 style="margin-top:-20px">(Ipolytölgyes)</h4><p><a href="http://miserend.hu/?templom=476" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
477	48.0189	18.8927	Kisboldogasszony-templom	<h4 style="margin-top:-20px">(Kemence)</h4><p><a href="http://miserend.hu/?templom=477" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
478	48.0333	18.8412	Szentháromság templom	<h4 style="margin-top:-20px">(Tésa)</h4><p><a href="http://miserend.hu/?templom=478" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
479	47.4311	18.2277	Páduai Szent Antal-templom	<h4 style="margin-top:-20px">(Pusztavám)</h4><p><a href="http://miserend.hu/?templom=479" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
480	47.827	19.0099	Mária bemutatása templom	<h4 style="margin-top:-20px">(Kismaros)</h4><p><a href="http://miserend.hu/?templom=480" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
481	47.8782	18.9322	Mária neve templom	<h4 style="margin-top:-20px">(Kóspallag)</h4><p><a href="http://miserend.hu/?templom=481" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
482			Nepomuki Szent János kápolna	<h4 style="margin-top:-20px">(Árkipusztai kápolna)</h4><p><a href="http://miserend.hu/?templom=482" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-red2.png	24,24	-12,-24
483	47.8842	18.7747	Mennybemenetel-templom	<h4 style="margin-top:-20px">(Letkés)</h4><p><a href="http://miserend.hu/?templom=483" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
484	47.8676	18.8699	Magyarok Nagyasszonya-bazilika	<h4 style="margin-top:-20px">(Márianosztra)</h4><p><a href="http://miserend.hu/?templom=484" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
485	47.325	18.2789	Szent Mihály templom	<h4 style="margin-top:-20px">(Söréd)</h4><p><a href="http://miserend.hu/?templom=485" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
486	47.4767	18.5194	Keresztelő Szent János templom	<h4 style="margin-top:-20px">(Szár)</h4><p><a href="http://miserend.hu/?templom=486" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
487	47.5203	18.4892	Mária Magdolna-templom	<h4 style="margin-top:-20px">(Szárliget)</h4><p><a href="http://miserend.hu/?templom=487" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
488	47.5752	18.383	Szent Mihály templom	<h4 style="margin-top:-20px">(Bánhidai templom)</h4><p><a href="http://miserend.hu/?templom=488" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
489	47.5945	18.3696	Szent Erzsébet templom	<h4 style="margin-top:-20px">(Kertvárosi templom)</h4><p><a href="http://miserend.hu/?templom=489" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
490	47.5583	18.4255	Szent István király templom	<h4 style="margin-top:-20px">(Óvárosi templom)</h4><p><a href="http://miserend.hu/?templom=490" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
491	47.5015	18.7493	Szeplőtelen Fogantatás-kápolna	<h4 style="margin-top:-20px">(Temetőkápolna)</h4><p><a href="http://miserend.hu/?templom=491" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
492	47.5562	18.8033	Szent Péter és Pál-templom	<h4 style="margin-top:-20px">(Budajenő)</h4><p><a href="http://miserend.hu/?templom=492" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
493	47.5481	18.8278	Szent István király templom	<h4 style="margin-top:-20px">(Telki)</h4><p><a href="http://miserend.hu/?templom=493" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
494	47.4094	18.9495	Szent Gellért-templom	<h4 style="margin-top:-20px">(Diósd)</h4><p><a href="http://miserend.hu/?templom=494" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
495	47.3874	18.9381	Nagyboldogasszony-templom	<h4 style="margin-top:-20px">(Érdligeti templom)</h4><p><a href="http://miserend.hu/?templom=495" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
496	47.3554	18.9353	Szent Mihály arkangyal-templom	<h4 style="margin-top:-20px">(Óvárosi (ófalui) templom)</h4><p><a href="http://miserend.hu/?templom=496" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
497	47.3902	18.9176	Kárrmelhegyi Boldogasszony-templom	<h4 style="margin-top:-20px">(Érd-Postástelepi templom)</h4><p><a href="http://miserend.hu/?templom=497" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
498	47.3824	18.9064	Szent Szűz, az Egyház anyja-templom	<h4 style="margin-top:-20px">(Érd-Tusculanum templom)</h4><p><a href="http://miserend.hu/?templom=498" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
499	47.46	18.729	Szeplőtelen Fogantatás-templom	<h4 style="margin-top:-20px">(Botpusztai templom)</h4><p><a href="http://miserend.hu/?templom=499" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
500	47.4199	19.069	Jézus Szíve-templom	<h4 style="margin-top:-20px">(Csepeli templom)</h4><p><a href="http://miserend.hu/?templom=500" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
501	47.4032	19.093	Szűz Mária Szeplőtelen Szíve-templom	<h4 style="margin-top:-20px">(Csepel - Királyerdői templom)</h4><p><a href="http://miserend.hu/?templom=501" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
502	47.3636	18.9825	Árpád-házi Szent Erzsébet-templom	<h4 style="margin-top:-20px">(Halásztelek)</h4><p><a href="http://miserend.hu/?templom=502" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
5167			Szent Erzsébet kórházkápolna - Bajcsy-Zsilinszky Kórház	<h4 style="margin-top:-20px">(Budapest X. kerület)</h4><p><a href="http://miserend.hu/?templom=5167" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-red2.png	24,24	-12,-24
503	47.0487	18.7903	Kisboldogasszony templom	<h4 style="margin-top:-20px">(Perkáta)</h4><p><a href="http://miserend.hu/?templom=503" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
504	47.1586	18.9457	Keresztelő Szent János- templom	<h4 style="margin-top:-20px">(Ráckeve)</h4><p><a href="http://miserend.hu/?templom=504" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
505	47.115	18.8924	Szent Kereszt-templom	<h4 style="margin-top:-20px">(Lórév)</h4><p><a href="http://miserend.hu/?templom=505" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
506	47.2007	18.9067	Lourdes-i Szent Szűz  templom	<h4 style="margin-top:-20px">(Újhegyi templom)</h4><p><a href="http://miserend.hu/?templom=506" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
507	47.135	18.9473	Szent Mihály-templom	<h4 style="margin-top:-20px">(Szigetbecse)</h4><p><a href="http://miserend.hu/?templom=507" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
508	47.2303	18.9587	Szent Márton-templom	<h4 style="margin-top:-20px">(Szigetszentmárton)</h4><p><a href="http://miserend.hu/?templom=508" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
509	47.2364	18.9266	Szent Lénárd hitvalló- templom	<h4 style="margin-top:-20px">(Szigetújfalu)</h4><p><a href="http://miserend.hu/?templom=509" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
510	47.0273	18.5218	Szentháromság-templom	<h4 style="margin-top:-20px">(Aba)</h4><p><a href="http://miserend.hu/?templom=510" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
511	46.7915	18.7348	Szűz Mária Szeplőtelen Szíve-templom	<h4 style="margin-top:-20px">(Alsószentiván)</h4><p><a href="http://miserend.hu/?templom=511" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
512	46.8803	18.9068	Boldogságos Szűz Mária neve-templom	<h4 style="margin-top:-20px">(Baracs)</h4><p><a href="http://miserend.hu/?templom=512" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
513	46.9116	18.8671	Magyarok Nagyasszonya-templom	<h4 style="margin-top:-20px">(Apátszállási templom)</h4><p><a href="http://miserend.hu/?templom=513" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
514	46.7692	18.6287	Szent Kereszt felmagasztalása-templom	<h4 style="margin-top:-20px">(Cece)</h4><p><a href="http://miserend.hu/?templom=514" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
516	46.8723	18.4431	Szent Anna-templom	<h4 style="margin-top:-20px">(Dég)</h4><p><a href="http://miserend.hu/?templom=516" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
517	46.9679	18.9333	Krisztus Király-templom	<h4 style="margin-top:-20px">(Újtemplom)</h4><p><a href="http://miserend.hu/?templom=517" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
3457	46.9677	18.9328	Szent Panthaleon kápolna	<h4 style="margin-top:-20px">(Kórházi misézőhely)</h4><p><a href="http://miserend.hu/?templom=3457" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
518	46.9798	18.9338	Szentháromság-templom	<h4 style="margin-top:-20px">(Óvárosi templom)</h4><p><a href="http://miserend.hu/?templom=518" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
