id	lat	lon	title	description	icon	iconSize	iconOffset
1	47.6668	19.0756	Péter-Pál-templom	<h4 style="margin-top:-20px">(Péter-Pál templom (Csiprovacska))</h4><p><a href="http://miserend.hu/?templom=1" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
2	47.4786	19.0422	Szent Imre-templom	<h4 style="margin-top:-20px">(Budai Ciszterci templom)</h4><p><a href="http://miserend.hu/?templom=2" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
3	47.9023	20.3772	Páduai Szent Antal templom	<h4 style="margin-top:-20px">(Minorita templom)</h4><p><a href="http://miserend.hu/?templom=3" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
129	47.7138	17.6521	Nagyboldogasszony-templom	<h4 style="margin-top:-20px">(Kisbácsai templom)</h4><p><a href="http://miserend.hu/?templom=129" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
7	47.7269	17.6631	Szent István király templom	<h4 style="margin-top:-20px">(Nagybácsai templom)</h4><p><a href="http://miserend.hu/?templom=7" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
3756	47.4459	21.3928	Istenszülő Oltalma-templom	<h4 style="margin-top:-20px">(Hajdúszoboszlói Görögkatolikus templom)</h4><p><a href="http://miserend.hu/?templom=3756" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
3757	47.0111	16.6057	Sarlós Boldogasszony templom	<h4 style="margin-top:-20px">(Alsóberki templom)</h4><p><a href="http://miserend.hu/?templom=3757" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-red.png	24,24	-12,-24
859	46.5191	17.6689	Szent Mihály templom	<h4 style="margin-top:-20px">(Osztopán)</h4><p><a href="http://miserend.hu/?templom=859" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
860	46.1238	19.3191	Feltámadt Krisztus kápolna	<h4 style="margin-top:-20px">(Temetőkápolna)</h4><p><a href="http://miserend.hu/?templom=860" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
861	46.6038	17.6281	Szent Anna-templom	<h4 style="margin-top:-20px">(Öreglak)</h4><p><a href="http://miserend.hu/?templom=861" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
862	46.5799	17.6542	Bűnbánó Szent Mária Magdolna-templom	<h4 style="margin-top:-20px">(Somogyvár)</h4><p><a href="http://miserend.hu/?templom=862" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
4965	47.6172	19.0523	Szent Kereszt Felmagasztalása-templom	<h4 style="margin-top:-20px">(Budakalászi templom)</h4><p><a href="http://miserend.hu/?templom=4965" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
4966	47.631	19.0517	Szent István-templom	<h4 style="margin-top:-20px">(Szentistvántelepi Szent István-templom)</h4><p><a href="http://miserend.hu/?templom=4966" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
14	47.5561	19.0453	Kövi Szűz Mária templom	<h4 style="margin-top:-20px">(Kövi)</h4><p><a href="http://miserend.hu/?templom=14" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
16	47.506	19.0212	Jézus Szíve-templom Városmajor	<h4 style="margin-top:-20px">(Városmajor)</h4><p><a href="http://miserend.hu/?templom=16" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
17	47.5191	19.0363	Császárfürdői Szent István kápolna	<h4 style="margin-top:-20px">(Irgalmasrendi kápolna)</h4><p><a href="http://miserend.hu/?templom=17" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
18	47.5386	19.0449	Szent Péter és Pál-templom	<h4 style="margin-top:-20px">(Óbuda főplébánia)</h4><p><a href="http://miserend.hu/?templom=18" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
5150			Kápolna	<h4 style="margin-top:-20px">(Asszonyrészi görögkatolikus kápolna)</h4><p><a href="http://miserend.hu/?templom=5150" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-red2.png	24,24	-12,-24
19	47.5073	19.1428	Szent István király-templom	<h4 style="margin-top:-20px">(Rákosfalvi templom)</h4><p><a href="http://miserend.hu/?templom=19" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
3662	46.0049	20.0409	Sarlós Boldogasszony templom	<h4 style="margin-top:-20px">(Adorján)</h4><p><a href="http://miserend.hu/?templom=3662" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
3664	45.8765	18.4756	Szent Imre-templom	<h4 style="margin-top:-20px">(Virágosi templom)</h4><p><a href="http://miserend.hu/?templom=3664" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
2063	47.9621	22.8501	Misézőhely	<h4 style="margin-top:-20px">(Nagyhódos)</h4><p><a href="http://miserend.hu/?templom=2063" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
2064	47.679	18.8188	Kisboldogasszony templom	<h4 style="margin-top:-20px">(Piliscsév)</h4><p><a href="http://miserend.hu/?templom=2064" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
22	47.5548	19.0956	Szent József templom	<h4 style="margin-top:-20px">(Újpest Nap utcai templom)</h4><p><a href="http://miserend.hu/?templom=22" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
23	47.5232	19.0965	Szentlélek-templom	<h4 style="margin-top:-20px">(Herminamezői - Kassai téri templom)</h4><p><a href="http://miserend.hu/?templom=23" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
24	47.531	19.0815	Szent László templom	<h4 style="margin-top:-20px">(Béke téri templom (Magdolnavárosi templom))</h4><p><a href="http://miserend.hu/?templom=24" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
28	47.5795	19.087	Nagyboldogasszony templom	<h4 style="margin-top:-20px">(Újpest-Megyeri templom)</h4><p><a href="http://miserend.hu/?templom=28" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
29	46.1442	18.1171	Bűnbánó Szent Mária Magdolna templom	<h4 style="margin-top:-20px">(Abaliget)</h4><p><a href="http://miserend.hu/?templom=29" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
30	48.078	19.2923	Szentháromság-templom	<h4 style="margin-top:-20px">(Balassagyarmat)</h4><p><a href="http://miserend.hu/?templom=30" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
31	46.9536	18.2192	Szentháromság-templom	<h4 style="margin-top:-20px">(Balatonbozsoki templom)</h4><p><a href="http://miserend.hu/?templom=31" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
32	47.428	19.2287	Szent József-templom	<h4 style="margin-top:-20px">(Pestlőrinc - Csákyligeti templom)</h4><p><a href="http://miserend.hu/?templom=32" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
34	47.6071	19.1993	Szeplőtelen Fogantatás templom	<h4 style="margin-top:-20px">(Fót)</h4><p><a href="http://miserend.hu/?templom=34" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
35	47.5078	19.197	Szent József templom	<h4 style="margin-top:-20px">(Mátyásföldi templom)</h4><p><a href="http://miserend.hu/?templom=35" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
36	47.4932	19.0561	Alkantarai Szent Péter-templom	<h4 style="margin-top:-20px">(Belvárosi Ferences templom)</h4><p><a href="http://miserend.hu/?templom=36" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
37	47.5007	19.0534	Szent István-bazilika	<h4 style="margin-top:-20px">(Budapest V. kerület)</h4><p><a href="http://miserend.hu/?templom=37" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
38	47.4921	19.0519	Nagyboldogasszony templom	<h4 style="margin-top:-20px">(Belvárosi templom)</h4><p><a href="http://miserend.hu/?templom=38" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
39	47.4954	19.0533	Belvárosi Szent Anna-templom	<h4 style="margin-top:-20px">(Szervita templom)</h4><p><a href="http://miserend.hu/?templom=39" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
40	47.491	19.058	Egyetemi Kisboldogasszony templom	<h4 style="margin-top:-20px">(egyetemi templom)</h4><p><a href="http://miserend.hu/?templom=40" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
41	47.4908	19.0546	Belvárosi Szent Mihály templom	<h4 style="margin-top:-20px">(Angolkisasszonyok temploma)</h4><p><a href="http://miserend.hu/?templom=41" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
42	47.4931	19.052	Kalazanci Szent József-kápolna	<h4 style="margin-top:-20px">(Duna-parti Piarista kápolna)</h4><p><a href="http://miserend.hu/?templom=42" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
515	46.7813	18.5962	Szent Lajos király templom	<h4 style="margin-top:-20px">(Sáregres)</h4><p><a href="http://miserend.hu/?templom=515" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
45	46.5782	17.4145	Gyümölcsoltó Boldogasszony templom	<h4 style="margin-top:-20px">(Marcali)</h4><p><a href="http://miserend.hu/?templom=45" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
46	46.8456	16.8465	Mária Magdolna templom	<h4 style="margin-top:-20px">(Zalaegerszeg)</h4><p><a href="http://miserend.hu/?templom=46" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
48	47.6723	18.1813	Rózsafüzér Királynője templom	<h4 style="margin-top:-20px">(Mocsa)</h4><p><a href="http://miserend.hu/?templom=48" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
49	46.3566	17.7886	Nagyboldogasszony-székesegyház	<h4 style="margin-top:-20px">(Nagytemplom, Székesegyház)</h4><p><a href="http://miserend.hu/?templom=49" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
50	47.901	19.8138	Nagyboldogasszony templom	<h4 style="margin-top:-20px">(Mátrakeresztesi templom)</h4><p><a href="http://miserend.hu/?templom=50" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
51	47.5529	17.7604	Szent Márton-bazilika	<h4 style="margin-top:-20px">(Pannonhalma)</h4><p><a href="http://miserend.hu/?templom=51" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
52	46.077	18.2282	Gyertyaszentelő Boldogasszony-templom	<h4 style="margin-top:-20px">(Belvárosi templom, Dzsámi)</h4><p><a href="http://miserend.hu/?templom=52" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
2911	47.6038	20.7187	Szent Anna templom	<h4 style="margin-top:-20px">(Tiszaörvényi templom)</h4><p><a href="http://miserend.hu/?templom=2911" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
54	47.923	19.7015	Szentlélek Ispotály kápolna	<h4 style="margin-top:-20px">(Temetői kápolna)</h4><p><a href="http://miserend.hu/?templom=54" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
55	47.9187	19.6949	Szent Lőrinc vértanú-templom	<h4 style="margin-top:-20px">(Pásztó)</h4><p><a href="http://miserend.hu/?templom=55" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
56	47.2224	16.6146	Szent Kvirin (Szalézi) templom	<h4 style="margin-top:-20px">(Szalézi plébániatemplom)</h4><p><a href="http://miserend.hu/?templom=56" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
57	47.6046	18.2102	Szentháromság-templom	<h4 style="margin-top:-20px">(Kocsi templom)</h4><p><a href="http://miserend.hu/?templom=57" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
58	47.5469	18.9593	Szentlélek templom	<h4 style="margin-top:-20px">(Remetekertvárosi Szentlélek templom)</h4><p><a href="http://miserend.hu/?templom=58" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
59	48.1876	20.9326	Istenszülő születése-templom	<h4 style="margin-top:-20px">(Szikszói Görögkatolikus templom)</h4><p><a href="http://miserend.hu/?templom=59" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
1045	47.0647	20.1859	Kisboldogasszony-templom	<h4 style="margin-top:-20px">(Tiszavárkony)</h4><p><a href="http://miserend.hu/?templom=1045" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
61	47.4117	19.2598	Jézus Szíve-templom	<h4 style="margin-top:-20px">(Vecsés Felső-telepi templom)</h4><p><a href="http://miserend.hu/?templom=61" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
63	47.6591	19.2825	Árpád-házi Szent Erzsébet-templom	<h4 style="margin-top:-20px">(Veresegyház)</h4><p><a href="http://miserend.hu/?templom=63" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
64	47.8265	19.0353	Szent András-templom	<h4 style="margin-top:-20px">(Verőce)</h4><p><a href="http://miserend.hu/?templom=64" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
65	47.6195	18.3815	Kisboldogasszony templom	<h4 style="margin-top:-20px">(Vértesszőlős)</h4><p><a href="http://miserend.hu/?templom=65" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
66	46.8465	16.8336	Jézus Szíve-templom	<h4 style="margin-top:-20px">(Ferences templom)</h4><p><a href="http://miserend.hu/?templom=66" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
1777	48.4523	21.2403	Nagyboldogasszony Templom	<h4 style="margin-top:-20px">(Göncruszka)</h4><p><a href="http://miserend.hu/?templom=1777" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
2590	46.5909	18.7178	Szentlélek templom	<h4 style="margin-top:-20px">(Pusztahencse)</h4><p><a href="http://miserend.hu/?templom=2590" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
69	47.5213	19.1616	Szent Mihály templom	<h4 style="margin-top:-20px">(Rákosszentmihályi Szent Mihály templom)</h4><p><a href="http://miserend.hu/?templom=69" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
70	47.5275	19.1648	Fájdalmas Szűzanya kápolna	<h4 style="margin-top:-20px">(Rákosszentmihály - Csömöri úti kápolna)</h4><p><a href="http://miserend.hu/?templom=70" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
71	47.5251	19.1801	Szent Imre templom	<h4 style="margin-top:-20px">(Rákosszentmihályi Szent Imre templom)</h4><p><a href="http://miserend.hu/?templom=71" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
72	47.5134	19.1706	Krisztus Király templom	<h4 style="margin-top:-20px">(Sashalom - Krisztus Király templom)</h4><p><a href="http://miserend.hu/?templom=72" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
73	47.5201	19.2308	Szent Mária Magdolna templom	<h4 style="margin-top:-20px">(Cinkotai templom)</h4><p><a href="http://miserend.hu/?templom=73" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
74	47.5328	19.2034	Szent Anna-templom	<h4 style="margin-top:-20px">(Árpádföldi Szent Anna-templom)</h4><p><a href="http://miserend.hu/?templom=74" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
75	46.1259	19.3314	Szent Kereszt felmagasztalása templom	<h4 style="margin-top:-20px">(Bácsalmás)</h4><p><a href="http://miserend.hu/?templom=75" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
76	46.1797	18.9518	Szent Péter és Pál apostolok templom	<h4 style="margin-top:-20px">(Belvárosi templom)</h4><p><a href="http://miserend.hu/?templom=76" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
863	46.5219	17.1254	Urunk mennybemenetele-templom	<h4 style="margin-top:-20px">(Galambok)</h4><p><a href="http://miserend.hu/?templom=863" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
77	46.1775	18.9525	Páduai Szent Antal-templom	<h4 style="margin-top:-20px">(Barátok templom)</h4><p><a href="http://miserend.hu/?templom=77" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
78	46.1997	18.9558	Szent István király-templom	<h4 style="margin-top:-20px">(Bajaszentistváni templom)</h4><p><a href="http://miserend.hu/?templom=78" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
79	46.1893	18.9434	Szent József-templom	<h4 style="margin-top:-20px">(Baja)</h4><p><a href="http://miserend.hu/?templom=79" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
80	46.1856	18.963	Jézus Szíve-templom	<h4 style="margin-top:-20px">(Szent Szív templom)</h4><p><a href="http://miserend.hu/?templom=80" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
81	46.2981	19.3236	Szent Anna-templom	<h4 style="margin-top:-20px">(Jánoshalma)</h4><p><a href="http://miserend.hu/?templom=81" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
82	46.5299	18.9731	Nagyboldogasszony Főszékesegyház	<h4 style="margin-top:-20px">(Belvárosi templom)</h4><p><a href="http://miserend.hu/?templom=82" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
83	46.5293	18.9862	Szent Imre templom	<h4 style="margin-top:-20px">(Eperföldi templom)</h4><p><a href="http://miserend.hu/?templom=83" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
84	46.5274	18.9765	Szent István király templom	<h4 style="margin-top:-20px">(Jezsuita templom)</h4><p><a href="http://miserend.hu/?templom=84" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
85	46.5312	18.9732	Szent József templom	<h4 style="margin-top:-20px">(Zárdatemplom)</h4><p><a href="http://miserend.hu/?templom=85" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
86	46.5217	18.997	Szent Péter templom	<h4 style="margin-top:-20px">(Szőlőhegyi templom)</h4><p><a href="http://miserend.hu/?templom=86" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
87	46.8352	17.1737	Szentháromság-templom	<h4 style="margin-top:-20px">(Kecel)</h4><p><a href="http://miserend.hu/?templom=87" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
88	46.9074	19.6913	Urunk Mennybemenetele Társszékesegyház	<h4 style="margin-top:-20px">(Nagytemplom)</h4><p><a href="http://miserend.hu/?templom=88" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
89	46.92	19.6725	Szent Család templom	<h4 style="margin-top:-20px">(Széchenyivárosi templom)</h4><p><a href="http://miserend.hu/?templom=89" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
90	46.903	19.6965	Árpád-házi Szent Erzsébet-templom	<h4 style="margin-top:-20px">(Czollner téri templom)</h4><p><a href="http://miserend.hu/?templom=90" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
91	46.9067	19.6926	Szent Miklós-templom	<h4 style="margin-top:-20px">(Barátok temploma)</h4><p><a href="http://miserend.hu/?templom=91" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
92	46.9105	19.692	Szentháromság-templom	<h4 style="margin-top:-20px">(Piarista templom)</h4><p><a href="http://miserend.hu/?templom=92" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
93	46.7122	19.8519	Sarlós Boldogasszony-templom	<h4 style="margin-top:-20px">(Ótemplom)</h4><p><a href="http://miserend.hu/?templom=93" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
94	46.7111	19.8452	Szent István király templom	<h4 style="margin-top:-20px">(Újtemplom)</h4><p><a href="http://miserend.hu/?templom=94" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
95	46.4268	19.4835	Szent Péter és Pál apostolok templom	<h4 style="margin-top:-20px">(Alsóvárosi templom)</h4><p><a href="http://miserend.hu/?templom=95" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
96	46.4369	19.4788	Jézus Szíve templom	<h4 style="margin-top:-20px">(Felsővárosi templom)</h4><p><a href="http://miserend.hu/?templom=96" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
97	46.4915	19.7366	Kisboldogasszony templom	<h4 style="margin-top:-20px">(Kiskunmajsa)</h4><p><a href="http://miserend.hu/?templom=97" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
98	47.0266	19.5576	Szent Lajos templom	<h4 style="margin-top:-20px">(A Turini Lepel és a Koronázási Ékszerek másolatainak temploma)</h4><p><a href="http://miserend.hu/?templom=98" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
99	47.1966	18.4351	Krisztus Király templom	<h4 style="margin-top:-20px">(Almássy-telepi templom)</h4><p><a href="http://miserend.hu/?templom=99" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
100	47.1904	18.4099	Szent István király-bazilika	<h4 style="margin-top:-20px">(bazilika)</h4><p><a href="http://miserend.hu/?templom=100" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
101	47.1992	18.3938	Szentháromság temetőkápolna	<h4 style="margin-top:-20px">(Hosszútemetői kápolna)</h4><p><a href="http://miserend.hu/?templom=101" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
102	47.1912	18.409	Szent Imre-templom	<h4 style="margin-top:-20px">(Barátok temploma)</h4><p><a href="http://miserend.hu/?templom=102" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
3385			Szent Kereszt felmagasztalása  templom	<h4 style="margin-top:-20px">(Rascruci)</h4><p><a href="http://miserend.hu/?templom=3385" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-red.png	24,24	-12,-24
103	47.1894	18.4117	Kármelhegyi Boldogasszony templom	<h4 style="margin-top:-20px">(Kármelita templom - Szemináriumi templom)</h4><p><a href="http://miserend.hu/?templom=103" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
104	47.5248	19.0673	Szent Sebestyén vértanú templom	<h4 style="margin-top:-20px">(Felsővárosi templom)</h4><p><a href="http://miserend.hu/?templom=104" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
105	47.2012	18.4213	Feltámadás temetőkápolna	<h4 style="margin-top:-20px">(Csutora temetői kápolna)</h4><p><a href="http://miserend.hu/?templom=105" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
106	47.169	18.4096	Szent Kristóf-templom	<h4 style="margin-top:-20px">(Maroshegyi templom)</h4><p><a href="http://miserend.hu/?templom=106" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
3386	46.8741	23.2337	Kisboldogasszony templom	<h4 style="margin-top:-20px">(Aghires)</h4><p><a href="http://miserend.hu/?templom=3386" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
107	47.1926	18.409	Nagyboldogasszony - Nepomuki Szent János templom	<h4 style="margin-top:-20px">(Ciszter templom)</h4><p><a href="http://miserend.hu/?templom=107" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
3387	46.8473	23.1918	Szent Mihály arkangyal templom	<h4 style="margin-top:-20px">(Leghia)</h4><p><a href="http://miserend.hu/?templom=3387" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
108	47.1951	18.4471	Magyarok Nagyasszonya  templom	<h4 style="margin-top:-20px">(Öreghegyi templom)</h4><p><a href="http://miserend.hu/?templom=108" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
109	47.2034	18.4676	Szent Donát kápolna	<h4 style="margin-top:-20px">(Szőlőhegyi kápolna)</h4><p><a href="http://miserend.hu/?templom=109" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
110	47.1927	18.4361	Szent György kórházkápolna	<h4 style="margin-top:-20px">(Kórházi kápolna)</h4><p><a href="http://miserend.hu/?templom=110" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
111	47.2028	18.383	Fatimai Boldogasszony templom	<h4 style="margin-top:-20px">(Szárazréti templom)</h4><p><a href="http://miserend.hu/?templom=111" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
3389	46.8453	24.1619	Szentháromság templom	<h4 style="margin-top:-20px">(Catina)</h4><p><a href="http://miserend.hu/?templom=3389" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
112	47.1843	18.4191	Jó Pásztor-templom	<h4 style="margin-top:-20px">(Vasútvidéki Prohászka templom)</h4><p><a href="http://miserend.hu/?templom=112" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
3390	46.7536	24.1667	Szent Kereszt felmagasztalása  templom	<h4 style="margin-top:-20px">(Nagysármás)</h4><p><a href="http://miserend.hu/?templom=3390" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-red.png	24,24	-12,-24
113	47.1953	18.4168	Jézus Szíve-templom	<h4 style="margin-top:-20px">(Vizivárosi templom)</h4><p><a href="http://miserend.hu/?templom=113" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green.png	24,24	-12,-24
3391	46.9794	23.6013	Jézus Szent Szíve templom	<h4 style="margin-top:-20px">(chidea)</h4><p><a href="http://miserend.hu/?templom=3391" target="_blank">Ugrás a templom oldalára.</a></p>	images/icons/church-green2.png	24,24	-12,-24
